seqname,samplename,species,seq,birdname,bandnumber,runname,overallrunname,collectiondate,time,area,site,microsite,sex,age,weight,freshness ,size_of_sample,urine,coccidiosis,captive,collector,ethanol?,captivity,coccidiosis_data
AG0320-498,,flower,nec380,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-499,,flower,nec381,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-500,,flower,nec382,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-501,,flower,nec383,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-502,,flower,nec384,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-503,,flower,nec385,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-504,,flower,nec386,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-505,,flower,nec387,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-506,,flower,nec388,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-507,,flower,nec389,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-508,,flower,nec390,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-509,,flower,nec391,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-510,,flower,ntpl4NC,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-511,,flower,ntpl4NC2,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-512,,flower,nec394,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-513,,flower,nec395,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-514,,flower,nec396,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-515,,flower,nec397,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-516,,flower,nec398,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-517,,flower,nec399,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-518,,flower,nec400,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-519,,flower,nec401,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-520,,flower,nec402,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-521,,flower,nec403,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-522,,flower,nec404,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-523,,flower,nec405,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-524,,flower,nec406,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-525,,flower,nec407,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-526,,flower,nec408,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-527,,flower,nec409,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-528,,flower,nec410,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-529,,flower,nec411,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-530,,flower,nec412,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-531,,flower,nec413,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-532,,flower,nec414,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-533,,flower,nec415,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-534,,flower,nec416,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-535,,flower,nec417,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-536,,flower,nec418,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-537,,flower,nec419,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-538,,flower,nec420,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-539,,flower,nec421,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-540,,flower,nec422,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-541,,flower,nec423,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-542,,flower,nec424,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-543,,flower,nec425,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-544,,flower,nec426,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-545,,flower,nec427,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-546,,flower,nec428,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-547,,flower,nec429,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-548,,flower,nec430,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-549,,flower,nec431,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-550,,flower,nec432,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-551,,flower,nec433,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-552,,flower,nec434,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-553,,flower,nec435,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-554,,flower,nec436,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-555,,flower,nec437,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-556,,flower,nec438,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-557,,flower,nec439,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-558,,flower,nec440,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-559,,flower,nec441,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-560,,flower,nec442,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-561,,flower,nec443,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-562,,flower,nec444,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-563,,flower,nec445,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-564,,flower,nec446,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-565,,flower,nec447,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-566,,flower,nec448,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-567,,flower,nec449,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-568,,flower,nec450,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-569,,flower,nec451,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-570,,flower,nec452,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-571,,flower,nec453,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-572,,flower,nec454,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-573,,flower,nec455,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-574,,flower,nec456,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-575,,flower,nec457,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-576,,flower,nec458,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-577,,flower,nec459,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-578,,flower,nec460,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-579,,flower,nec461,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-580,,flower,nec462,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-581,,flower,nec463,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-582,,flower,nec464,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-583,,flower,nec465,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-584,,flower,nec466,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-585,,flower,nec467,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-586,,flower,nec468,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-587,,flower,nec469,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-588,,flower,nec470,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-589,,flower,nec471,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-590,,flower,nec472,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-591,,flower,nec473,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-592,,flower,nec474,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-593,,flower,nec475,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-594,,flower,nec476,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-595,,flower,nec477,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-596,,flower,nec478,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-597,,flower,nec479,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-598,,flower,nec480,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-599,,flower,nec481,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-600,,flower,nec482,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-601,,flower,nec483,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-602,,flower,nec484,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-603,,flower,nec485,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-604,,flower,nec486,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-605,,flower,nec487,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-606,,flower,ntpl5NC,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-607,,flower,ntpl5NC2,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-608,,flower,nec490,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-609,,flower,nec491,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-610,,flower,nec492,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-611,,flower,nec493,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-612,,flower,nec494,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-613,,flower,nec495,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-614,,flower,nec496,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-615,,flower,nec497,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-616,,flower,nec498,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-617,,flower,nec499,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-618,,flower,nec500,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-619,,flower,nec501,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-620,,flower,nec502,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-621,,flower,nec503,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-622,,flower,nec504,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-623,,flower,nec505,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-624,,flower,nec506,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-625,,flower,nec507,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-626,,flower,nec508,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-627,,flower,nec509,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-628,,flower,nec510,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-629,,flower,nec511,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-630,,flower,nec512,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-631,,flower,nec513,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-632,,flower,nec514,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-633,,flower,nec515,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-634,,flower,nec516,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-635,,flower,nec517,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-636,,flower,nec518,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-637,,flower,nec519,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-638,,flower,nec520,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-639,,flower,nec521,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-640,,flower,nec95,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-641,,flower,nec96,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-642,,flower,nec200,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-643,,flower,nec201,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-644,,flower,nec297,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-645,,flower,nec298,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-646,,flower,nec392,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-647,,flower,nec393,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-648,,flower,nec489,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-649,,flower,ntpl6NC1,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-650,,flower,ntpl6NC2,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-651,,flower,ntpl6NC3,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-652,,flower,ntpl6NC4,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-653,,flower,ntpl6NC5,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-654,,flower,ntpl6NC6,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-655,,flower,ntpl6NC7,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-656,,flower,ntpl6NC8,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-657,,flower,ntpl6NC9,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-658,,flower,ntpl6NC10,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-659,,flower,ntpl6NC11,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-660,,flower,ntpl6NC12,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-661,,flower,ntpl6NC13,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-662,,flower,ntpl6NC14,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-663,,flower,AP1.1,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-664,,flower,AP1.2,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-665,,flower,AP1.3,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-666,,flower,AP1.4,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-667,,flower,AP2.1,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-668,,flower,AP2.2,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-669,,flower,AP2.3,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-670,,flower,AP2.4,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-671,,flower,AP3.1,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-672,,flower,AP3.2,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-673,,flower,AP3.3,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-674,,flower,AP3.4,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-675,,flower,AP4.1,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-676,,flower,AP4.2,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-677,,flower,AP4.3,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-678,,flower,AP4.4,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-679,,flower,LO1.1,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-680,,flower,LO1.2,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-681,,flower,LO1.3,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-682,,flower,LO1.4,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-683,,flower,LO1.5,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-684,,flower,LO1.6,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-685,,flower,LO2.1,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-686,,flower,LO2.2,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-687,,flower,LO2.3,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-688,,flower,LO2.4,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-689,,flower,LO2.5,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-690,,flower,LO2.6,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-691,,flower,LO3.1,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-692,,flower,LO3.2,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-693,,flower,LO3.3,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-694,,flower,LO3.4,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-695,,flower,LO3.5,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-696,,flower,LO3.6,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-697,,flower,LO4.1,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-698,,flower,LO4.2,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-699,,flower,LO4.3,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-700,,flower,LO4.4,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-701,,flower,LO4.5,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-702,,flower,LO4.6,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-703,,flower,nec618,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-704,,flower,nec619,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-705,,flower,nec620,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-706,,flower,nec621,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-707,,flower,nec622,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-708,,flower,nec623,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-709,,flower,nec624,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-710,,flower,nec625,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-711,,flower,nec626,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-712,,flower,nec627,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-713,,flower,nec628,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-714,,flower,nec629,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-715,,flower,nec630,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-716,,flower,nec631,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-717,,flower,nec632,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-718,,flower,nec633,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-719,,flower,nec634,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-720,,flower,nec635,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-721,,flower,nec636,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-722,,flower,nec637,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-723,,flower,nec638,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-724,,flower,nec639,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-725,,flower,nec640,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-726,,flower,nec641,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-727,,flower,nec642,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-728,,flower,nec643,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-729,,flower,nec644,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-730,,flower,nec645,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-731,,flower,nec646,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-732,,flower,nec647,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-733,,flower,nec648,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-734,,flower,nec649,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-735,,flower,nec650,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-736,,flower,nec651,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-737,,flower,nec652,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-738,,flower,nec653,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-739,,flower,nec654,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-740,,flower,nec655,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-741,,flower,nec656,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-742,,flower,nec657,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-743,,flower,nec658,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-744,,flower,nec659,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-745,,flower,nec660,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-746,,flower,nec661,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-747,,flower,nec662,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-748,,flower,nec663,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-749,,flower,nec664,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-750,,flower,nec665,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-751,,flower,ntpl7NC1,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-752,,flower,ntpl7NC2,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-753,,flower,ntpl7NC3,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-754,,flower,ntpl7NC4,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-755,,flower,ntpl7NC5,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-756,,flower,nec488,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-757,,flower,ntpl7NC6,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-758,,flower,LP1.1,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-759,,flower,LP1.2,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-760,,flower,LP1.3,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-761,,flower,LP1.4,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-762,,flower,LP2.1,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-763,,flower,LP2.2,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-764,,flower,LP2.3,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-765,,flower,LP2.4,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-766,,flower,LP3.1,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-767,,flower,LP3.2,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-768,,flower,LP3.3,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-769,,flower,LP3.4,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-770,,flower,LP3.5,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-771,,flower,LP3.6,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-772,,flower,ntpl7NC7,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-773,,flower,ntpl7NC8,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-774,,flower,ntpl7NC9,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-775,,flower,nec522,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-776,,flower,nec523,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-777,,flower,nec524,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-778,,flower,nec525,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-779,,flower,nec526,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-780,,flower,nec527,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-781,,flower,nec528,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-782,,flower,nec529,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-783,,flower,nec530,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-784,,flower,nec531,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-785,,flower,nec532,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-786,,flower,nec533,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-787,,flower,nec534,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-788,,flower,nec535,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-789,,flower,nec536,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-790,,flower,nec537,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-791,,flower,nec538,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-792,,flower,nec539,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-793,,flower,nec540,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-794,,flower,nec541,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-795,,flower,nec542,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-796,,flower,nec543,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-797,,flower,nec544,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-798,,flower,nec545,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-799,,flower,nec570,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-800,,flower,nec571,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-801,,flower,nec572,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-802,,flower,nec573,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-803,,flower,nec574,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-804,,flower,nec575,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-805,,flower,nec576,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-806,,flower,nec577,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
AG0320-807,,flower,nec578,,,,,,,,,,,,,,,,,FALSE,,,FALSE,
